,totals_timeOnSite,hits_time
90060,369,45036
90061,369,56998
90062,369,56998
90063,369,66220
90065,369,80973
90066,369,80973
90067,369,80973
90068,369,80973
90069,369,80973
90070,369,80973
90071,369,80973
90072,369,80973
90073,369,80973
90074,369,80973
90075,369,133818
90076,369,133818
90077,369,133818
90078,369,133818
90079,369,133818
90080,369,145461
90081,369,145461
90082,369,145461
90083,369,145461
90084,369,145461
90085,369,145461
90086,369,145461
90087,369,145461
90088,369,145461
90089,369,145461
90090,369,145461
90091,369,165879
90092,369,165879
90093,369,165879
90094,369,186888
90095,369,186888
90096,369,186888
90098,369,250126
90099,369,250126
90100,369,267860
90101,369,267860
90102,369,336351
90103,369,336351
90104,369,368891
90105,369,368891
90106,369,368892
90107,369,368892
90110,603,43723
90111,603,47102
90112,603,70852
90113,603,70852
90114,603,83715
90117,603,271686
90118,603,275388
90125,603,360578
90126,603,360578
90127,603,483115
90128,603,483115
90129,603,493904
90130,603,493904
90131,603,563546
90132,603,563546
90133,603,602910
90134,603,602910
90135,603,602911
90136,603,602911
90138,2091,1663341
90139,2091,1663341
90140,2091,1663341
90141,2091,1663341
90142,2091,1663341
90143,2091,1663341
90144,2091,1663341
90145,2091,1663341
90146,2091,1663341
90147,2091,1663341
90148,2091,1663341
90149,2091,1663341
90150,2091,1701317
90151,2091,1701317
90152,2091,1701317
90153,2091,1701317
90154,2091,1701317
90155,2091,1701317
90156,2091,1701317
90157,2091,1701317
90158,2091,1701317
90159,2091,1701317
90160,2091,1701317
90161,2091,1701317
90162,2091,1712624
90163,2091,1712624
90164,2091,1716432
90165,2091,1720973
90166,2091,1727860
90167,2091,1730620
90168,2091,1730620
90169,2091,1730620
90170,2091,1745834
90171,2091,1745834
90172,2091,1745834
90173,2091,1745834
90174,2091,1745834
90175,2091,1745834
90176,2091,1745834
90177,2091,1745834
90178,2091,1745834
90179,2091,1745834
90180,2091,1745834
90181,2091,1745834
90182,2091,1756463
90183,2091,1756465
90184,2091,1760849
90186,2091,1794724
90187,2091,1794724
90188,2091,1929733
90189,2091,1929733
90190,2091,1946788
90191,2091,1946788
90192,2091,1996758
90193,2091,1996758
90194,2091,2008270
90195,2091,2008270
90196,2091,2069807
90197,2091,2069807
90198,2091,2091259
90199,2091,2091259
90200,2091,2091263
90201,2091,2091263
90203,536,5269
90204,536,5269
90205,536,5269
90206,536,5269
90207,536,5269
90208,536,24870
90209,536,24870
90210,536,24870
90211,536,24870
90212,536,24870
90213,536,24870
90214,536,24870
90215,536,24870
90216,536,24870
90217,536,24870
90218,536,24870
90219,536,24870
90220,536,52930
90221,536,52930
90222,536,52930
90223,536,52930
90224,536,52930
90225,536,52930
90226,536,52930
90227,536,52930
90228,536,52930
90229,536,52930
90230,536,84069
90231,536,84069
90232,536,84069
90233,536,84069
90234,536,84069
90235,536,84069
90236,536,84069
90237,536,84069
90238,536,84069
90239,536,84069
90240,536,84069
90241,536,84069
90242,536,96363
90243,536,96363
90244,536,96363
90245,536,96363
90246,536,96363
90247,536,116675
90248,536,116676
90249,536,126504
90250,536,131825
90251,536,131825
90252,536,131825
90253,536,136863
90259,536,222640
90260,536,375280
90261,536,452120
90262,536,521782
90263,536,535910
90264,536,535911
90277,868,20800
90278,868,20800
90279,868,25153
90281,868,38257
90282,868,38257
90283,868,38257
90284,868,38257
90285,868,38257
90286,868,38257
90287,868,38257
90288,868,38257
90289,868,38257
90290,868,38257
90291,868,38257
90292,868,50790
90293,868,50790
90294,868,50790
90295,868,50790
90296,868,50790
90297,868,50790
90298,868,50790
90299,868,50790
90300,868,50790
90301,868,50790
90302,868,50790
90303,868,50790
90304,868,57069
90305,868,57070
90306,868,73277
90312,868,174165
90313,868,174165
90314,868,741563
90315,868,741563
90316,868,788334
90317,868,788334
90318,868,808563
90319,868,808563
90320,868,847287
90321,868,847287
90322,868,868381
90323,868,868381
90324,868,868382
90325,868,868382
90330,719,263733
90331,719,263733
90332,719,263733
90333,719,263733
90334,719,263733
90335,719,263733
90336,719,263733
90337,719,263733
90338,719,263733
90339,719,263733
90340,719,263733
90341,719,263733
90342,719,268340
90343,719,268345
90344,719,271329
90346,719,353514
90348,719,382290
90350,719,422762
90351,719,422762
90352,719,422762
90353,719,422762
90354,719,422762
90355,719,422762
90356,719,422762
90357,719,422762
90358,719,422762
90359,719,422762
90360,719,422762
90361,719,422762
90363,719,469764
90365,719,481925
90366,719,481925
90367,719,481925
90368,719,481925
90369,719,481925
90370,719,608855
90371,719,608855
90372,719,608855
90373,719,608855
90374,719,608855
90375,719,665539
90376,719,665539
90377,719,665539
90378,719,665539
90379,719,665539
90380,719,718883
90381,719,718883
90382,719,718883
90383,719,718883
90384,719,718883
90385,719,718910
90386,719,718910
90387,719,718910
90388,719,718910
90389,719,718910
90391,869,287988
90392,869,287988
90393,869,287988
90394,869,287988
90395,869,287988
90396,869,287988
90397,869,287988
90398,869,287988
90399,869,287988
90400,869,287988
90401,869,405092
90402,869,405092
90403,869,405092
90404,869,419341
90405,869,419341
90406,869,419341
90407,869,419341
90408,869,419341
90409,869,419341
90410,869,419341
90411,869,419341
90412,869,419341
90413,869,419341
90414,869,419341
90415,869,431601
90416,869,431602
90417,869,440727
90418,869,455078
90419,869,455078
90420,869,455078
90421,869,455078
90422,869,455078
90423,869,477221
90424,869,477221
90425,869,477221
90426,869,477221
90427,869,477221
90428,869,477221
90429,869,477221
90430,869,477221
90431,869,477221
90432,869,477221
90433,869,487851
90434,869,487851
90435,869,492046
90436,869,495546
90437,869,495546
90438,869,516066
90439,869,525200
90442,869,778238
90443,869,778238
90445,869,778238
90446,869,778238
90447,869,814151
90448,869,814151
90450,869,814151
90451,869,814151
90452,869,854402
90453,869,854402
90455,869,854402
90456,869,854402
90457,869,869496
90458,869,869496
90460,869,869496
90461,869,869496
90462,869,869499
90463,869,869499
90465,869,869499
90466,869,869499
90479,602,1789
90480,602,1860
90481,602,18749
90491,602,305061
90492,602,399764
90493,602,421151
90494,602,507113
90495,602,523868
90496,602,523869
90497,602,592950
90498,602,592951
90512,463,3600
90513,463,3601
90514,463,37166
90519,463,271412
90520,463,271412
90521,463,271412
90522,463,271412
90523,463,271412
90524,463,271412
90525,463,271412
90526,463,271412
90527,463,271412
90528,463,271412
90529,463,271412
90530,463,271412
90531,463,303422
90532,463,303422
90533,463,311761
90535,463,319242
90537,463,331027
90538,463,369097
90539,463,388116
90540,463,436597
90541,463,450389
90542,463,450391
90556,959,70327
90557,959,70352
90558,959,72380
90559,959,80320
90560,959,80338
90561,959,83171
90566,959,428622
90567,959,428622
90568,959,428622
90569,959,428622
90570,959,428622
90571,959,428622
90572,959,428622
90573,959,428622
90574,959,428622
90575,959,428622
90576,959,428622
90577,959,428622
90583,959,571605
90584,959,571605
90585,959,722549
90586,959,722549
90587,959,827594
90588,959,827594
90589,959,958599
90590,959,958599
90591,959,958641
90592,959,958641
90595,360,37125
90596,360,37125
90597,360,37125
90598,360,37125
90599,360,37125
90600,360,37125
90601,360,37125
90602,360,37125
90603,360,37125
90604,360,37125
90605,360,37125
90606,360,37125
90608,360,48087
90609,360,48087
90610,360,48087
90611,360,48087
90612,360,48087
90613,360,48087
90614,360,48087
90615,360,48087
90616,360,48087
90617,360,48087
90618,360,48087
90619,360,48087
90622,360,95512
90623,360,95512
90624,360,95512
90625,360,95512
90626,360,95512
90627,360,95512
90628,360,95512
90629,360,95512
90630,360,95512
90631,360,95512
90632,360,95512
90633,360,95512
90638,360,145212
90639,360,158774
90640,360,289040
90641,360,289043
90650,432,28744
90651,432,28744
90652,432,28744
90653,432,28744
90654,432,28744
90655,432,28744
90656,432,28744
90657,432,28744
90658,432,28744
90659,432,28744
90660,432,28744
90661,432,32602
90662,432,32602
90663,432,36501
90664,432,39601
90665,432,48305
90666,432,56140
90667,432,56140
90668,432,56140
90669,432,56140
90670,432,56140
90671,432,56140
90672,432,56140
90673,432,56140
90674,432,56140
90675,432,56140
90676,432,56140
90677,432,56140
90678,432,66637
90679,432,66637
90680,432,70634
90681,432,117904
90682,432,117904
90683,432,137659
90684,432,137659
90685,432,137659
90686,432,137659
90687,432,137659
90688,432,137659
90689,432,137659
90690,432,137659
90691,432,137659
90692,432,137659
90693,432,137659
90694,432,137659
90696,432,179600
90697,432,179600
90698,432,179600
90699,432,271661
90700,432,271661
90701,432,271661
90702,432,284383
90703,432,284383
90704,432,284383
90705,432,366134
90706,432,366134
90707,432,366134
90708,432,387351
90709,432,387351
90710,432,387351
90711,432,387352
90712,432,387352
90713,432,387352
90716,359,1
90717,359,25736
90718,359,25738
90719,359,52248
90720,359,52249
90721,359,57022
90722,359,61889
90723,359,74681
90724,359,74681
90725,359,74681
90726,359,74681
90727,359,74681
90728,359,74681
90729,359,74681
90730,359,74681
90731,359,74681
90732,359,74681
90733,359,114069
90734,359,114071
90735,359,118222
90739,359,184443
90740,359,262033
90741,359,296610
90742,359,319227
90743,359,337959
90744,359,337961
90750,562,50819
90751,562,50819
90752,562,50819
90753,562,50819
90754,562,50819
90755,562,50819
90756,562,50819
90757,562,50819
90758,562,50819
90759,562,50819
90760,562,50819
90761,562,50819
90762,562,56820
90763,562,56820
90764,562,71997
90765,562,89569
90766,562,89569
90767,562,89569
90768,562,89569
90769,562,89569
90770,562,89569
90771,562,89569
90772,562,89569
90773,562,89569
90774,562,89569
90775,562,89569
90776,562,89569
90777,562,97540
90778,562,97540
90779,562,97540
90780,562,97540
90781,562,97540
90782,562,97540
90783,562,97540
90784,562,97540
90785,562,97540
90786,562,97540
90787,562,97540
90788,562,97540
90790,562,155923
90791,562,155923
90793,562,202786
90794,562,202786
90796,562,260155
90797,562,260155
90799,562,346683
90800,562,346683
90803,562,366781
90804,562,366781
90806,562,458474
90807,562,458474
90809,562,532114
90810,562,532114
90812,562,548095
90813,562,548095
90815,562,548105
90816,562,548105
90821,1131,58257
90822,1131,58257
90823,1131,58257
90824,1131,58257
90825,1131,58257
90826,1131,58257
90827,1131,58257
90828,1131,58257
90829,1131,58257
90830,1131,58257
90831,1131,58257
90832,1131,58257
90834,1131,494902
90835,1131,494902
90836,1131,494902
90837,1131,494902
90838,1131,494902
90839,1131,494902
90840,1131,494902
90841,1131,494902
90842,1131,494902
90843,1131,494902
90844,1131,494902
90845,1131,494902
90846,1131,520586
90847,1131,520586
90848,1131,520586
90849,1131,520586
90850,1131,520586
90851,1131,520586
90852,1131,520586
90853,1131,520586
90854,1131,520586
90855,1131,520586
90856,1131,520586
90857,1131,520586
90858,1131,571588
90859,1131,571588
90860,1131,571588
90861,1131,571588
90862,1131,571588
90863,1131,571588
90864,1131,571588
90865,1131,571588
90866,1131,571588
90867,1131,571588
90868,1131,571588
90869,1131,571588
90870,1131,612445
90871,1131,612445
90872,1131,612445
90873,1131,612445
90874,1131,612445
90875,1131,612445
90876,1131,612445
90877,1131,612445
90878,1131,612445
90879,1131,612445
90880,1131,612445
90881,1131,612445
90882,1131,667250
90883,1131,667250
90885,1131,712261
90886,1131,715182
90888,1131,780669
90889,1131,780669
90891,1131,877286
90892,1131,877286
90894,1131,911978
90895,1131,911978
90896,1131,964815
90897,1131,964815
90898,1131,1016177
90899,1131,1016177
90900,1131,1046631
90901,1131,1046631
90902,1131,1131153
90903,1131,1131153
90904,1131,1131156
90905,1131,1131156
90907,572,10278
90908,572,10278
90909,572,10278
90910,572,10278
90911,572,10278
90912,572,10278
90913,572,10278
90914,572,10278
90915,572,10278
90916,572,10278
90917,572,10278
90918,572,10278
90919,572,62514
90920,572,62514
90921,572,62514
90922,572,62514
90923,572,62514
90924,572,62514
90925,572,62514
90926,572,62514
90927,572,62514
90928,572,62514
90929,572,62514
90930,572,62514
90931,572,81841
90932,572,81841
90933,572,81841
90934,572,81841
90935,572,81841
90936,572,81841
90937,572,81841
90938,572,81841
90939,572,81841
90940,572,81841
90941,572,81841
90942,572,97046
90943,572,97046
90944,572,97046
90945,572,97046
90946,572,97046
90947,572,97046
90948,572,97046
90949,572,97046
90950,572,97046
90951,572,97046
90952,572,97046
90953,572,97046
90954,572,119785
90955,572,119785
90956,572,132725
90957,572,132725
90958,572,132725
90959,572,132725
90960,572,132725
90961,572,132725
90962,572,132725
90963,572,132725
90964,572,132725
90965,572,132725
90966,572,132725
90967,572,132725
90968,572,135640
90969,572,135640
90970,572,137950
90971,572,139971
90972,572,139971
90973,572,179247
90977,572,255247
90978,572,294098
90979,572,311183
90980,572,336867
90981,572,548777
90982,572,572310
90983,572,572312
90996,558,29078
90997,558,29079
90998,558,31098
90999,558,40152
91000,558,40152
91001,558,42853
91003,558,52822
91004,558,52822
91010,558,165170
91011,558,228828
91012,558,438971
91013,558,456473
91014,558,456474
91015,558,503242
91016,558,503242
91017,558,503242
91018,558,503242
91019,558,503242
91020,558,503242
91021,558,503242
91022,558,503242
91023,558,503242
91024,558,503242
91025,558,534404
91026,558,534404
91027,558,534404
91028,558,534404
91029,558,534404
91030,558,534404
91031,558,534404
91032,558,534404
91033,558,534404
91034,558,534404
91035,558,534404
91036,558,534404
91037,558,557795
91038,558,557795
91039,558,557795
91040,558,557795
91041,558,557795
91042,558,557795
91043,558,557795
91044,558,557795
91045,558,557795
91046,558,557795
91047,558,557795
91048,558,557795
91050,714,5553
91051,714,5553
91052,714,8397
91053,714,8398
91054,714,9911
91055,714,11582
91056,714,11582
91057,714,11582
91058,714,13450
91059,714,27219
91060,714,27219
91061,714,27219
91062,714,27219
91063,714,27219
91064,714,27219
91065,714,27219
91066,714,27219
91067,714,27219
91068,714,27219
91069,714,27219
91070,714,27219
91073,714,114649
91074,714,114649
91075,714,114649
91076,714,114649
91077,714,114649
91078,714,114649
91079,714,114649
91080,714,114649
91081,714,114649
91082,714,114649
91083,714,114649
91084,714,114649
91086,714,142689
91087,714,142689
91088,714,251523
91089,714,251523
91090,714,291971
91091,714,291971
91092,714,330566
91093,714,330566
91094,714,352770
91095,714,352770
91096,714,366537
91097,714,366537
91098,714,366550
91099,714,366550
91105,746,10557
91107,746,21849
91108,746,21849
91109,746,21849
91110,746,29389
91115,746,121228
91116,746,121228
91117,746,121228
91118,746,121228
91119,746,121228
91120,746,121228
91121,746,121228
91122,746,121228
91123,746,121228
91124,746,121228
91125,746,139893
91126,746,139893
91127,746,139893
91128,746,139893
91129,746,139893
91130,746,139893
91131,746,139893
91132,746,139893
91133,746,139893
91134,746,139893
91135,746,139893
91136,746,139893
91137,746,151710
91138,746,151710
91139,746,151710
91140,746,151710
91141,746,151710
91142,746,151710
91143,746,151710
91144,746,151710
91145,746,151710
91146,746,151710
91147,746,158392
91148,746,158392
91149,746,158392
91150,746,158392
91151,746,158392
91152,746,158392
91153,746,158392
91154,746,158392
91155,746,158392
91156,746,158392
91157,746,158392
91158,746,158392
91159,746,222665
91160,746,222665
91161,746,222665
91162,746,222665
91163,746,222665
91164,746,222665
91165,746,222665
91166,746,222665
91167,746,222665
91168,746,222665
91169,746,222665
91170,746,222665
91171,746,247043
91172,746,247043
91173,746,247043
91174,746,247043
91175,746,247043
91176,746,247043
91177,746,247043
91178,746,247043
91179,746,247043
91180,746,247043
91181,746,247043
91182,746,247043
91184,746,299481
91185,746,299481
91186,746,560790
91187,746,560790
91188,746,656644
91189,746,656644
91190,746,733668
91191,746,733668
91192,746,745942
91193,746,745942
91194,746,745944
91195,746,745944
91197,533,20582
91198,533,20582
91199,533,20582
91200,533,20582
91201,533,20582
91202,533,20582
91203,533,20582
91204,533,34400
91205,533,34400
91209,533,116077
91210,533,116077
91211,533,190830
91213,533,249762
91214,533,249762
91215,533,249762
91216,533,249762
91217,533,249762
91218,533,249762
91219,533,249762
91220,533,249762
91221,533,249762
91222,533,249762
91223,533,249762
91224,533,249762
91225,533,283763
91226,533,283763
91227,533,283763
91228,533,283763
91229,533,283763
91230,533,283763
91231,533,283763
91232,533,283763
91233,533,283763
91234,533,283763
91235,533,283763
91236,533,283763
91237,533,319857
91238,533,319857
91242,533,404621
91244,533,449070
91246,533,510039
91248,533,533178
91250,533,533179
91254,746,31369
91255,746,31369
91256,746,31369
91257,746,31369
91258,746,31369
91259,746,31369
91260,746,31369
91261,746,31369
91262,746,31369
91263,746,31369
91264,746,31369
91265,746,31369
91266,746,90269
91267,746,90269
91268,746,90269
91269,746,90269
91270,746,90269
91271,746,90269
91272,746,90269
91273,746,90269
91274,746,90269
91275,746,90269
91276,746,90269
91277,746,90269
91278,746,102013
91279,746,102013
91280,746,102013
91281,746,102013
91282,746,102013
91283,746,102013
91284,746,102013
91285,746,102013
91286,746,102013
91287,746,102013
91288,746,102013
91289,746,102013
91290,746,111017
91291,746,111084
91292,746,118901
91293,746,133008
91294,746,143307
91295,746,148087
91296,746,148087
91297,746,307097
91300,746,473787
91302,746,565158
91304,746,610284
91306,746,651436
91308,746,678775
91310,746,678776
91315,1513,18466
91316,1513,18466
91317,1513,18466
91318,1513,18466
91319,1513,18466
91320,1513,18466
91321,1513,18466
91322,1513,18466
91323,1513,18466
91324,1513,18466
91325,1513,18466
91326,1513,18466
91327,1513,51331
91328,1513,51331
91329,1513,51331
91330,1513,51331
91331,1513,51331
91332,1513,51331
91333,1513,51331
91334,1513,51331
91335,1513,51331
91336,1513,51331
91337,1513,51331
91338,1513,51331
91339,1513,106596
91340,1513,106596
91341,1513,106596
91342,1513,106596
91343,1513,106596
91344,1513,106596
91345,1513,106596
91346,1513,106596
91347,1513,106596
91348,1513,106596
91349,1513,106596
91350,1513,106596
91351,1513,112234
91352,1513,112235
91353,1513,115037
91354,1513,131069
91355,1513,131069
91356,1513,131069
91357,1513,131069
91358,1513,131069
91359,1513,131069
91360,1513,131069
91361,1513,131069
91362,1513,131069
91363,1513,131069
91364,1513,131069
91365,1513,131069
91366,1513,138299
91367,1513,138299
91368,1513,143254
91369,1513,158992
91370,1513,158992
91371,1513,158992
91372,1513,158992
91373,1513,158992
91374,1513,158992
91375,1513,158992
91376,1513,158992
91377,1513,158992
91378,1513,158992
91379,1513,158992
91380,1513,158992
91384,1513,228678
91385,1513,228678
91386,1513,228678
91387,1513,228678
91388,1513,228678
91389,1513,348536
91390,1513,348536
91391,1513,348536
91392,1513,348536
91393,1513,348536
91394,1513,478196
91395,1513,478196
91396,1513,478196
91397,1513,478196
91398,1513,478196
91399,1513,513319
91400,1513,513319
91401,1513,513319
91402,1513,513319
91403,1513,513319
91404,1513,615331
91405,1513,615331
91406,1513,615331
91407,1513,615331
91408,1513,615331
91409,1513,1513363
91410,1513,1513363
91411,1513,1513363
91412,1513,1513363
91413,1513,1513363
91414,1513,1513364
91415,1513,1513364
91416,1513,1513364
91417,1513,1513364
91418,1513,1513364
91420,513,24221
91421,513,24221
91422,513,24221
91423,513,24221
91424,513,24221
91425,513,24221
91426,513,24221
91427,513,24221
91428,513,24221
91429,513,24221
91430,513,24221
91431,513,24221
91432,513,33213
91433,513,33214
91434,513,38966
91435,513,45483
91436,513,64320
91437,513,64320
91438,513,68617
91439,513,75532
91440,513,188029
91441,513,188030
91442,513,194599
91445,513,344079
91447,513,344079
91448,513,344079
91449,513,344079
91450,513,344079
91451,513,344079
91452,513,360615
91454,513,360615
91455,513,360615
91456,513,360615
91457,513,360615
91458,513,360615
91459,513,409699
91461,513,409699
91462,513,409699
91463,513,409699
91464,513,409699
91465,513,409699
91466,513,464752
91468,513,464752
91469,513,464752
91470,513,464752
91471,513,464752
91472,513,464752
91473,513,484148
91475,513,484148
91476,513,484148
91477,513,484148
91478,513,484148
91479,513,484148
91480,513,512532
91482,513,512532
91483,513,512532
91484,513,512532
91485,513,512532
91486,513,512532
91487,513,512586
91489,513,512586
91490,513,512586
91491,513,512586
91492,513,512586
91493,513,512586
91495,792,203640
91496,792,203640
91497,792,203640
91498,792,203640
91499,792,203640
91500,792,203640
91501,792,203640
91502,792,203640
91503,792,203640
91504,792,203640
91505,792,203640
91506,792,203640
91509,792,294412
91510,792,294412
91511,792,294412
91512,792,294412
91513,792,294412
91514,792,294412
91515,792,294412
91516,792,294412
91517,792,294412
91518,792,294412
91519,792,294412
91520,792,294412
91521,792,300060
91522,792,300061
91523,792,310662
91524,792,310663
91525,792,312099
91526,792,314929
91527,792,314929
91528,792,342633
91530,792,366685
91531,792,513809
91532,792,606291
91533,792,680392
91534,792,747114
91535,792,769696
91536,792,769702
91540,586,45465
91541,586,45465
91542,586,45465
91543,586,45465
91544,586,45465
91545,586,45465
91546,586,45465
91547,586,45465
91548,586,45465
91549,586,45465
91550,586,45465
91551,586,45465
91552,586,59805
91553,586,59805
91554,586,59805
91555,586,59805
91556,586,59805
91557,586,59805
91558,586,59805
91559,586,59805
91560,586,59805
91561,586,59805
91562,586,59805
91563,586,59805
91564,586,73684
91565,586,73684
91566,586,86101
91567,586,94713
91568,586,94714
91569,586,99976
91571,586,116358
91572,586,116358
91573,586,184948
91574,586,184948
91575,586,184948
91576,586,184948
91577,586,184948
91578,586,184948
91579,586,184948
91580,586,184948
91581,586,184948
91582,586,184948
91583,586,184948
91584,586,184948
91585,586,220197
91586,586,220197
91587,586,256581
91588,586,256581
91589,586,289275
91590,586,289275
91591,586,318599
91592,586,318599
91593,586,318600
91594,586,318600
91612,486,50426
91613,486,50426
91614,486,50426
91615,486,50426
91616,486,50426
91617,486,50426
91618,486,50426
91619,486,50426
91620,486,50426
91621,486,50426
91622,486,50426
91623,486,50426
91624,486,125311
91625,486,125314
91626,486,127951
91627,486,141780
91628,486,141780
91629,486,141780
91630,486,141780
91631,486,141780
91632,486,141780
91633,486,141780
91634,486,141780
91635,486,141780
91636,486,141780
91637,486,161799
91638,486,161799
91639,486,161799
91640,486,161799
91641,486,161799
91642,486,192973
91643,486,192973
91644,486,192973
91645,486,192973
91646,486,192973
91647,486,192973
91648,486,192973
91649,486,192973
91650,486,192973
91651,486,192973
91652,486,192973
91653,486,192973
91655,486,232868
91656,486,232868
91657,486,232868
91658,486,232868
91659,486,232868
91660,486,232868
91661,486,232868
91662,486,232868
91663,486,232868
91664,486,232868
91665,486,232868
91666,486,232868
91667,486,240350
91668,486,240350
91669,486,250289
91672,486,289225
91673,486,289225
91674,486,363471
91675,486,363471
91676,486,377036
91677,486,377036
91678,486,424564
91679,486,424564
91680,486,457104
91681,486,457104
91682,486,486491
91683,486,486491
91684,486,486494
91685,486,486494
91687,676,51603
91688,676,51603
91689,676,63397
91690,676,63397
91691,676,63397
91692,676,63397
91693,676,63397
91694,676,63397
91695,676,63397
91696,676,63397
91697,676,63397
91698,676,63397
91699,676,63397
91700,676,63397
91702,676,104696
91703,676,106457
91705,676,115505
91706,676,115505
91707,676,115505
91708,676,115505
91709,676,115505
91710,676,115505
91711,676,115505
91712,676,115505
91713,676,115505
91714,676,115505
91715,676,115505
91716,676,115505
91717,676,125647
91718,676,125647
91719,676,132849
91720,676,209703
91721,676,234158
91722,676,237513
91723,676,237513
91724,676,237513
91725,676,241010
91726,676,241010
91727,676,241010
91728,676,241010
91729,676,241010
91730,676,241010
91731,676,241010
91732,676,241010
91733,676,241010
91734,676,241010
91735,676,241010
91736,676,241010
91738,676,331919
91739,676,331919
91740,676,331919
91741,676,500044
91742,676,500044
91743,676,500044
91744,676,562227
91745,676,562227
91746,676,562227
91747,676,631749
91748,676,631749
91749,676,631749
91750,676,676440
91751,676,676440
91752,676,676440
91753,676,676440
91754,676,676440
91755,676,676440
91768,1977,42001
91769,1977,42003
91770,1977,1341950
91772,1977,1601055
91773,1977,1601055
91774,1977,1601055
91775,1977,1601055
91776,1977,1601055
91777,1977,1601055
91778,1977,1601055
91779,1977,1601055
91780,1977,1601055
91781,1977,1601055
91782,1977,1601055
91783,1977,1601055
91784,1977,1611438
91785,1977,1611441
91786,1977,1617387
91787,1977,1620839
91788,1977,1624312
91789,1977,1624312
91790,1977,1624312
91791,1977,1651903
91797,1977,1790307
91799,1977,1855201
91801,1977,1884913
91803,1977,1976875
91805,1977,1976888
91808,1662,7424
91809,1662,7424
91810,1662,7424
91811,1662,7424
91812,1662,7424
91813,1662,7424
91814,1662,7424
91815,1662,7424
91816,1662,7424
91817,1662,7424
91818,1662,7424
91819,1662,7424
91820,1662,47212
91821,1662,47225
91822,1662,53665
91824,1662,61658
91825,1662,61658
91826,1662,61658
91827,1662,61658
91828,1662,61658
91829,1662,61658
91830,1662,61658
91831,1662,61658
91832,1662,61658
91833,1662,61658
91834,1662,61658
91835,1662,61658
91837,1662,893040
91838,1662,893040
91839,1662,893040
91840,1662,893040
91841,1662,893040
91842,1662,893040
91843,1662,893040
91844,1662,893040
91845,1662,893040
91846,1662,893040
91847,1662,893040
91848,1662,893040
91849,1662,897421
91850,1662,897421
91851,1662,907265
91852,1662,910210
91853,1662,910210
91854,1662,910210
91855,1662,937825
91858,1662,1025731
91859,1662,1043680
91860,1662,1602160
91861,1662,1648127
91862,1662,1662073
91863,1662,1662073
91867,461,55393
91868,461,57802
91873,461,130621
91874,461,130621
91875,461,130621
91876,461,146378
91877,461,146378
91878,461,146378
91879,461,146378
91880,461,146378
91881,461,146378
91882,461,146378
91883,461,146378
91884,461,146378
91885,461,146378
91886,461,146378
91887,461,146378
91888,461,152580
91889,461,152580
91890,461,181788
91893,461,200397
91894,461,200397
91895,461,200397
91896,461,200397
91897,461,200397
91898,461,200397
91899,461,200397
91900,461,200397
91901,461,200397
91902,461,200397
91903,461,200397
91904,461,200397
91906,461,259272
91908,461,322793
91910,461,341442
91912,461,438913
91914,461,460818
91916,461,460819
91919,505,34755
91920,505,34755
91921,505,34755
91922,505,34755
91923,505,34755
91924,505,34755
91925,505,34755
91926,505,34755
91927,505,34755
91928,505,34755
91929,505,34755
91930,505,34755
91931,505,45275
91932,505,45276
91933,505,52278
91935,505,81010
91936,505,81010
91937,505,81010
91938,505,81010
91939,505,81010
91940,505,81010
91941,505,81010
91942,505,81010
91943,505,81010
91944,505,81010
91945,505,81010
91946,505,81010
91953,505,203181
91954,505,300162
91955,505,325449
91956,505,340339
91957,505,412534
91958,505,448755
91959,505,488751
91960,505,504610
91961,505,504613
91963,910,13283
91964,910,13283
91965,910,13283
91966,910,13283
91967,910,13283
91968,910,13283
91969,910,13283
91970,910,13283
91971,910,13283
91972,910,13283
91973,910,13283
91974,910,13283
91978,910,327240
91979,910,327240
91980,910,327240
91981,910,327240
91982,910,327240
91983,910,327240
91984,910,327240
91985,910,327240
91986,910,327240
91987,910,327240
91988,910,327240
91989,910,327240
91990,910,362180
91991,910,362181
91992,910,386829
91993,910,419169
91994,910,419169
91995,910,419169
91996,910,419169
91997,910,419169
91998,910,419169
91999,910,419169
92000,910,419169
92001,910,419169
92002,910,419169
92003,910,419169
92004,910,419169
92005,910,430897
92006,910,430897
92007,910,443600
92010,910,713826
92011,910,713826
92012,910,713826
92013,910,784046
92014,910,784046
92015,910,784046
92016,910,855966
92017,910,855966
92018,910,855966
92019,910,873125
92020,910,873125
92021,910,873125
92022,910,885105
92023,910,885105
92024,910,885105
92025,910,885106
92026,910,885106
92027,910,885106
92032,662,34802
92033,662,34802
92034,662,34802
92035,662,34802
92036,662,34802
92037,662,34802
92038,662,57709
92039,662,57709
92040,662,67514
92041,662,77287
92042,662,77287
92043,662,77287
92044,662,77287
92045,662,82098
92046,662,82098
92047,662,86076
92048,662,95988
92049,662,95988
92050,662,99577
92052,662,123313
92053,662,123313
92054,662,123313
92055,662,502147
92056,662,502147
92057,662,502147
92058,662,516029
92059,662,516029
92060,662,516029
92061,662,535538
92062,662,535538
92063,662,535538
92064,662,635874
92065,662,635874
92066,662,635874
92067,662,661685
92068,662,661685
92069,662,661685
92070,662,661686
92071,662,661686
92072,662,661686
92074,631,11319
92075,631,11319
92076,631,11319
92077,631,11319
92078,631,11319
92079,631,11319
92080,631,11319
92081,631,11319
92082,631,11319
92083,631,11319
92084,631,11319
92085,631,11319
92086,631,77623
92087,631,77630
92088,631,84415
